150.45,75.15
149.85,75.2
150.15,75.2
150.1,75.25
150,75.1
150.2,75.25
149.9,75.1
149.9,74.9
150.15,75.25
149.9,74.95
150.1,75.1
149.9,75.3
149.8,74.85
150.2,75.25
150.1,75.2
150,75.2
150.05,75.3
150.1,75.2
150.2,75.3
150.15,75.2
149.85,75.1
149.9,75
150.1,75
149.95,75.2
149.75,75.2
