18,72,176
21,85,176
19,78,178
25,70,175
19,70,175
19,52,172
19,87,184
19,94,168
21,74,173
29,63,170
19,59,172
19,50,169
18,60,175
20,73,172
17,65,170
20,66,170
19,64,174
25,87,179
18,75,169
57,58,170
